query,brand,attributes,product_type,tokens,bioes_tags,augmented_query,brand_added
sunflower oil 500,Bio Oil,['500'],sunflower oil,"['sunflower', 'oil', '500', 'Bio', 'Oil']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",sunflower oil 500 Bio Oil,True
dash of rcb,Dash Of Rcb,[],,"['dash', 'of', 'rcb']","['B-Brand', 'I-Brand', 'E-Brand']",dash of rcb,False
daily good barley,Daily Good,[],barley,"['daily', 'good', 'barley']","['B-Brand', 'E-Brand', 'S-ProductType']",daily good barley,False
face wash dry skin,Clean & Dry,['dry skin'],face wash,"['face', 'wash', 'dry', 'skin', 'Clean', '&', 'Dry']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",face wash dry skin Clean & Dry,True
bhoot jholokia chips,A1 Chips,[],chips,"['bhoot', 'jholokia', 'chips', 'A1', 'Chips']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",bhoot jholokia chips A1 Chips,True
kiwi shoe shine sponge,Kiwi,[],shoe shine sponge,"['kiwi', 'shoe', 'shine', 'sponge']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",kiwi shoe shine sponge,False
vasline lip balm,Vaseline,[],lip balm,"['vasline', 'lip', 'balm', 'Vaseline']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",vasline lip balm Vaseline,True
puppy wet food,Foodie Puppies,"['puppy', 'wet']",food,"['puppy', 'wet', 'food', 'Foodie', 'Puppies']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",puppy wet food Foodie Puppies,True
drools cat treat,Drools,[],cat treat,"['drools', 'cat', 'treat']","['S-Brand', 'B-ProductType', 'E-ProductType']",drools cat treat,False
sids farm milk,Sid's Farm,[],milk,"['sids', 'farm', 'milk', ""Sid's"", 'Farm']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",sids farm milk Sid's Farm,True
odonil air freshner,Odonil,[],air freshner,"['odonil', 'air', 'freshner']","['S-Brand', 'B-ProductType', 'E-ProductType']",odonil air freshner,False
unruled spiral notebook,,['unruled'],spiral notebook,"['unruled', 'spiral', 'notebook']","['S-Attribute', 'B-ProductType', 'E-ProductType']",unruled spiral notebook,False
balloon - black,Blackcarrot,['black'],balloon,"['balloon', '-', 'black', 'Blackcarrot']","['S-ProductType', 'O', 'S-Attribute', 'S-Brand']",balloon - black Blackcarrot,True
cold wax strips,,['cold'],wax strips,"['cold', 'wax', 'strips']","['S-Attribute', 'B-ProductType', 'E-ProductType']",cold wax strips,False
hoodie for men,,['for men'],hoodie,"['hoodie', 'for', 'men']","['S-ProductType', 'B-Attribute', 'E-Attribute']",hoodie for men,False
nivea after shave,Nivea,[],after shave,"['nivea', 'after', 'shave']","['S-Brand', 'B-ProductType', 'E-ProductType']",nivea after shave,False
light olive oil,Oliveware,"['light', 'olive']",oil,"['light', 'olive', 'oil', 'Oliveware']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",light olive oil Oliveware,True
levista premium pouch,Levista,['premium'],pouch,"['levista', 'premium', 'pouch']","['S-Brand', 'S-Attribute', 'S-ProductType']",levista premium pouch,False
amazon fire stick,Amazon,[],fire stick,"['amazon', 'fire', 'stick']","['S-Brand', 'B-ProductType', 'E-ProductType']",amazon fire stick,False
amul tri cone,Amul,['tri cone'],,"['amul', 'tri', 'cone']","['S-Brand', 'B-Attribute', 'E-Attribute']",amul tri cone,False
nature care tea,Tea Culture of The World,[],tea,"['nature', 'care', 'tea', 'Tea', 'Culture', 'of', 'The', 'World']","['O', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",nature care tea Tea Culture of The World,True
butterfly cloth stand,,[],cloth stand,"['butterfly', 'cloth', 'stand']","['O', 'B-ProductType', 'E-ProductType']",butterfly cloth stand,False
everyuth walnut scrub,Everyuth,['walnut'],scrub,"['everyuth', 'walnut', 'scrub']","['S-Brand', 'S-Attribute', 'S-ProductType']",everyuth walnut scrub,False
saras fresh milk,Saras,[],milk,"['saras', 'fresh', 'milk']","['S-Brand', 'O', 'S-ProductType']",saras fresh milk,False
gluten free pasta,,['gluten free'],pasta,"['gluten', 'free', 'pasta']","['B-Attribute', 'E-Attribute', 'S-ProductType']",gluten free pasta,False
biryani rice india gate,India Gate,[],rice,"['biryani', 'rice', 'india', 'gate']","['O', 'S-ProductType', 'B-Brand', 'E-Brand']",biryani rice india gate,False
16 amp socket,,['16 amp'],socket,"['16', 'amp', 'socket']","['B-Attribute', 'E-Attribute', 'S-ProductType']",16 amp socket,False
bisleri water 10,Bisleri,['10'],water,"['bisleri', 'water', '10']","['S-Brand', 'S-ProductType', 'S-Attribute']",bisleri water 10,False
dark fantasy choco fills,Orion,"['dark', 'choco fills']",,"['dark', 'fantasy', 'choco', 'fills', 'Orion']","['S-Attribute', 'O', 'B-Attribute', 'E-Attribute', 'S-Brand']",dark fantasy choco fills Orion,True
happilo dry fruits,Happilo,[],dry fruits,"['happilo', 'dry', 'fruits']","['S-Brand', 'B-ProductType', 'E-ProductType']",happilo dry fruits,False
cloth face mask,Suraksha Mask,['cloth'],face mask,"['cloth', 'face', 'mask', 'Suraksha', 'Mask']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",cloth face mask Suraksha Mask,True
whiskas kitten food,Whiskas,[],kitten food,"['whiskas', 'kitten', 'food']","['S-Brand', 'B-ProductType', 'E-ProductType']",whiskas kitten food,False
dashpro hair clip,Dashpro,[],hair clip,"['dashpro', 'hair', 'clip']","['S-Brand', 'B-ProductType', 'E-ProductType']",dashpro hair clip,False
green moong dal split,,"['green', 'split']",moong dal,"['green', 'moong', 'dal', 'split']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Attribute']",green moong dal split,False
shoes for boys,Nike,['for boys'],shoes,"['shoes', 'for', 'boys', 'Nike']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",shoes for boys Nike,True
borosil glass bottle,Borosil,[],glass bottle,"['borosil', 'glass', 'bottle']","['S-Brand', 'B-ProductType', 'E-ProductType']",borosil glass bottle,False
bike cleaning cloth,,[],cleaning cloth,"['bike', 'cleaning', 'cloth']","['O', 'B-ProductType', 'E-ProductType']",bike cleaning cloth,False
tea powder 1kg,Sassy Teaspoon,['1kg'],tea powder,"['tea', 'powder', '1kg', 'Sassy', 'Teaspoon']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",tea powder 1kg Sassy Teaspoon,True
sona masoori raw,Masoori rice,"['sona', 'masoori', 'raw']",rice,"['sona', 'masoori', 'raw', 'Masoori', 'rice']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'B-Brand', 'E-Brand']",sona masoori raw Masoori rice,True
bold care condom,Bold Care,['bold'],condom,"['bold', 'care', 'condom']","['B-Brand', 'E-Brand', 'S-ProductType']",bold care condom,False
toy for girl,Toyspree,['for girl'],toy,"['toy', 'for', 'girl', 'Toyspree']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",toy for girl Toyspree,True
boat earphones wired,boat,[],earphones,"['boat', 'earphones', 'wired']","['S-Brand', 'S-ProductType', 'O']",boat earphones wired,False
pepsi zero sugar,Pepsi,['zero sugar'],,"['pepsi', 'zero', 'sugar']","['S-Brand', 'B-Attribute', 'E-Attribute']",pepsi zero sugar,False
catch meat masala,Catch,['meat masala'],,"['catch', 'meat', 'masala']","['S-Brand', 'B-Attribute', 'E-Attribute']",catch meat masala,False
funfoods peanut butter,Dr. Oetker Fun Foods,[],peanut butter,"['funfoods', 'peanut', 'butter', 'Dr', '.', 'Oetker', 'Fun', 'Foods']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",funfoods peanut butter Dr. Oetker Fun Foods,True
little joys drink mix,Little Joys,[],drink mix,"['little', 'joys', 'drink', 'mix']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",little joys drink mix,False
arhar dal 1 kg,,['1 kg'],dal,"['arhar', 'dal', '1', 'kg']","['O', 'S-ProductType', 'B-Attribute', 'E-Attribute']",arhar dal 1 kg,False
paneer masala powder,Sparsh Masala,"['paneer', 'masala', 'powder']",,"['paneer', 'masala', 'powder', 'Sparsh', 'Masala']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'B-Brand', 'E-Brand']",paneer masala powder Sparsh Masala,True
colgate toothbrush-zigzag soft,Colgate,"['zigzag', 'soft']",toothbrush,"['colgate', 'toothbrush-zigzag', 'soft']","['S-Brand', 'O', 'S-Attribute']",colgate toothbrush-zigzag soft,False
sprouted ragi flour,Flours,"['sprouted', 'ragi']",flour,"['sprouted', 'ragi', 'flour', 'Flours']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",sprouted ragi flour Flours,True
gym elbow support,,['gym'],elbow support,"['gym', 'elbow', 'support']","['S-Attribute', 'B-ProductType', 'E-ProductType']",gym elbow support,False
al fakher flavor,Al Fakher,['flavor'],,"['al', 'fakher', 'flavor']","['B-Brand', 'E-Brand', 'S-Attribute']",al fakher flavor,False
latex free condoms,,['latex free'],condoms,"['latex', 'free', 'condoms']","['B-Attribute', 'E-Attribute', 'S-ProductType']",latex free condoms,False
mdh sambhar masala,MDH,['sambhar'],masala,"['mdh', 'sambhar', 'masala']","['S-Brand', 'S-Attribute', 'S-ProductType']",mdh sambhar masala,False
scalpe plus shampoo,Scalpe Pro,[],shampoo,"['scalpe', 'plus', 'shampoo', 'Scalpe', 'Pro']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",scalpe plus shampoo Scalpe Pro,True
kinder joy har,Kinder Joy,[],,"['kinder', 'joy', 'har']","['B-Brand', 'E-Brand', 'O']",kinder joy har,False
stainless steel straw,,['stainless steel'],straw,"['stainless', 'steel', 'straw']","['B-Attribute', 'E-Attribute', 'S-ProductType']",stainless steel straw,False
shea butter lotion,Skin Fx,['shea butter'],lotion,"['shea', 'butter', 'lotion', 'Skin', 'Fx']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",shea butter lotion Skin Fx,True
himalaya neem facewash,Himalaya,['neem'],facewash,"['himalaya', 'neem', 'facewash']","['S-Brand', 'S-Attribute', 'S-ProductType']",himalaya neem facewash,False
track pant for women,The Pant Project,['for women'],track pant,"['track', 'pant', 'for', 'women', 'The', 'Pant', 'Project']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",track pant for women The Pant Project,True
anandam deepa oil,Anandam,['deepa'],oil,"['anandam', 'deepa', 'oil']","['S-Brand', 'S-Attribute', 'S-ProductType']",anandam deepa oil,False
sugar free yogurt,Sugar Free,['sugar free'],yogurt,"['sugar', 'free', 'yogurt']","['B-Brand', 'E-Brand', 'S-ProductType']",sugar free yogurt,False
aashirvaad iodised salt,Aashirvaad,['iodised'],salt,"['aashirvaad', 'iodised', 'salt']","['S-Brand', 'S-Attribute', 'S-ProductType']",aashirvaad iodised salt,False
cookd chettinad masala,Cookd,['chettinad masala'],,"['cookd', 'chettinad', 'masala']","['S-Brand', 'B-Attribute', 'E-Attribute']",cookd chettinad masala,False
itc chicken kabab,ITC Master Chef Frozen,[],chicken kabab,"['itc', 'chicken', 'kabab', 'ITC', 'Master', 'Chef', 'Frozen']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",itc chicken kabab ITC Master Chef Frozen,True
go four cheese,Gowardhan,['four cheese'],,"['go', 'four', 'cheese', 'Gowardhan']","['O', 'B-Attribute', 'E-Attribute', 'S-Brand']",go four cheese Gowardhan,True
anveshan coconut oil,Anveshan,[],coconut oil,"['anveshan', 'coconut', 'oil']","['S-Brand', 'B-ProductType', 'E-ProductType']",anveshan coconut oil,False
chicken stock cube,Qutock,[],stock cube,"['chicken', 'stock', 'cube', 'Qutock']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",chicken stock cube Qutock,True
stainless steel tumbler,Limetro Steel,['stainless steel'],tumbler,"['stainless', 'steel', 'tumbler', 'Limetro', 'Steel']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",stainless steel tumbler Limetro Steel,True
happy happy cake,Happy Karma,[],cake,"['happy', 'happy', 'cake', 'Happy', 'Karma']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",happy happy cake Happy Karma,True
instant water heater,Havells,[],water heater,"['instant', 'water', 'heater', 'Havells']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",instant water heater Havells,True
colgate charcoal toothpaste,Colgate,['charcoal'],toothpaste,"['colgate', 'charcoal', 'toothpaste']","['S-Brand', 'S-Attribute', 'S-ProductType']",colgate charcoal toothpaste,False
a1 dustbin bags,,[],dustbin bags,"['a1', 'dustbin', 'bags']","['O', 'B-ProductType', 'E-ProductType']",a1 dustbin bags,False
dabur pure honey,Dabur Honey,['pure'],honey,"['dabur', 'pure', 'honey', 'Dabur', 'Honey']","['O', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",dabur pure honey Dabur Honey,True
silk cut cigarettes,Silk Cut,[],cigarettes,"['silk', 'cut', 'cigarettes']","['B-Brand', 'E-Brand', 'S-ProductType']",silk cut cigarettes,False
nevia face wash,Nivea,[],face wash,"['nevia', 'face', 'wash', 'Nivea']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",nevia face wash Nivea,True
sanitary pads xxl,,['xxl'],sanitary pads,"['sanitary', 'pads', 'xxl']","['B-ProductType', 'E-ProductType', 'S-Attribute']",sanitary pads xxl,False
dabur honey 1kg,Dabur Honey,['1kg'],honey,"['dabur', 'honey', '1kg']","['B-Brand', 'E-Brand', 'S-Attribute']",dabur honey 1kg,False
hair color men,Hair,['men'],hair color,"['hair', 'color', 'men']","['S-Brand', 'O', 'S-Attribute']",hair color men,False
panko bread crumbs,Just Breads,[],bread crumbs,"['panko', 'bread', 'crumbs', 'Just', 'Breads']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",panko bread crumbs Just Breads,True
ice cream 1 l,Mercelys Ice Cream,['1 l'],ice cream,"['ice', 'cream', '1', 'l', 'Mercelys', 'Ice', 'Cream']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",ice cream 1 l Mercelys Ice Cream,True
hit mosquito bat,Hit,[],mosquito bat,"['hit', 'mosquito', 'bat']","['S-Brand', 'B-ProductType', 'E-ProductType']",hit mosquito bat,False
water 20 l,Liquid,['20 l'],water,"['water', '20', 'l', 'Liquid']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",water 20 l Liquid,True
chana dal roasted,Chandan,['roasted'],chana dal,"['chana', 'dal', 'roasted', 'Chandan']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'S-Brand']",chana dal roasted Chandan,True
hing jeera peanut,Jeva,"['hing', 'jeera', 'peanut']",,"['hing', 'jeera', 'peanut', 'Jeva']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'S-Brand']",hing jeera peanut Jeva,True
colgate salt toothpaste,Colgate,['salt'],toothpaste,"['colgate', 'salt', 'toothpaste']","['S-Brand', 'S-Attribute', 'S-ProductType']",colgate salt toothpaste,False
luxe home international,Luxe Home International,[],,"['luxe', 'home', 'international']","['B-Brand', 'I-Brand', 'E-Brand']",luxe home international,False
shoe polish white,Polish Me Pretty,['white'],shoe polish,"['shoe', 'polish', 'white', 'Polish', 'Me', 'Pretty']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",shoe polish white Polish Me Pretty,True
polished toor dal,Grocery Toor Dal,['polished'],toor dal,"['polished', 'toor', 'dal', 'Grocery', 'Toor', 'Dal']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",polished toor dal Grocery Toor Dal,True
spiral dairy book,Dairy Tales,[],dairy book,"['spiral', 'dairy', 'book', 'Dairy', 'Tales']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",spiral dairy book Dairy Tales,True
lakme mousse foundation,Lakme,['mousse'],foundation,"['lakme', 'mousse', 'foundation']","['S-Brand', 'S-Attribute', 'S-ProductType']",lakme mousse foundation,False
women face razor,,['women'],face razor,"['women', 'face', 'razor']","['S-Attribute', 'B-ProductType', 'E-ProductType']",women face razor,False
daily good sooji,Daily Good,[],sooji,"['daily', 'good', 'sooji']","['B-Brand', 'E-Brand', 'S-ProductType']",daily good sooji,False
dal makhani naan,Mr Makhana,[],naan,"['dal', 'makhani', 'naan', 'Mr', 'Makhana']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",dal makhani naan Mr Makhana,True
chappal for women,Chappi,['for women'],chappal,"['chappal', 'for', 'women', 'Chappi']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",chappal for women Chappi,True
motivational water bottle,Booster Water,['motivational'],water bottle,"['motivational', 'water', 'bottle', 'Booster', 'Water']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",motivational water bottle Booster Water,True
plastic pot plant,RATAN PLASTICWARE,['plastic'],pot plant,"['plastic', 'pot', 'plant', 'RATAN', 'PLASTICWARE']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",plastic pot plant RATAN PLASTICWARE,True
5 l oil,Vimal Oil,['5 l'],oil,"['5', 'l', 'oil', 'Vimal', 'Oil']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",5 l oil Vimal Oil,True
dearjoy pencil box,,[],pencil box,"['dearjoy', 'pencil', 'box']","['O', 'B-ProductType', 'E-ProductType']",dearjoy pencil box,False
ashirwad multigrain atta,Aashirvaad,['multigrain'],atta,"['ashirwad', 'multigrain', 'atta', 'Aashirvaad']","['O', 'S-Attribute', 'S-ProductType', 'S-Brand']",ashirwad multigrain atta Aashirvaad,True
masala flavour tea,Tata Tea,"['masala', 'flavour']",tea,"['masala', 'flavour', 'tea', 'Tata', 'Tea']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",masala flavour tea Tata Tea,True
milk powder amulya,Amulya,[],milk powder,"['milk', 'powder', 'amulya']","['B-ProductType', 'E-ProductType', 'S-Brand']",milk powder amulya,False
daily good chana,Daily Good,[],chana,"['daily', 'good', 'chana']","['B-Brand', 'E-Brand', 'S-ProductType']",daily good chana,False
beard & moustache,Beardhood,"['beard', 'moustache']",,"['beard', '&', 'moustache', 'Beardhood']","['S-Attribute', 'O', 'S-Attribute', 'S-Brand']",beard & moustache Beardhood,True
portable jet spray,Ocean Spray,['portable'],jet spray,"['portable', 'jet', 'spray', 'Ocean', 'Spray']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",portable jet spray Ocean Spray,True
fitted mattress protector,,['fitted'],mattress protector,"['fitted', 'mattress', 'protector']","['S-Attribute', 'B-ProductType', 'E-ProductType']",fitted mattress protector,False
haldiram mini samosa,Haldiram's,['mini'],samosa,"['haldiram', 'mini', 'samosa', ""Haldiram's""]","['O', 'S-Attribute', 'S-ProductType', 'S-Brand']",haldiram mini samosa Haldiram's,True
tata sampann hing,Tata Sampann,[],hing,"['tata', 'sampann', 'hing']","['B-Brand', 'E-Brand', 'S-ProductType']",tata sampann hing,False
plum liquid lipstick,Plum,[],liquid lipstick,"['plum', 'liquid', 'lipstick']","['S-Brand', 'B-ProductType', 'E-ProductType']",plum liquid lipstick,False
rechargeable light bulb,,['rechargeable'],light bulb,"['rechargeable', 'light', 'bulb']","['S-Attribute', 'B-ProductType', 'E-ProductType']",rechargeable light bulb,False
nutella b ready,Nutella,['b ready'],,"['nutella', 'b', 'ready']","['S-Brand', 'B-Attribute', 'E-Attribute']",nutella b ready,False
pain relief roll on,Rollick,['pain relief'],roll on,"['pain', 'relief', 'roll', 'on', 'Rollick']","['B-Attribute', 'E-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",pain relief roll on Rollick,True
water 20 liter,,['20 liter'],water,"['water', '20', 'liter']","['S-ProductType', 'B-Attribute', 'E-Attribute']",water 20 liter,False
dabur hommade mustard oil,Dabur Hommade,[],mustard oil,"['dabur', 'hommade', 'mustard', 'oil']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",dabur hommade mustard oil,False
patanjali rice bran oil,Patanjali,[],rice bran oil,"['patanjali', 'rice', 'bran', 'oil']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",patanjali rice bran oil,False
white til 1kg,Active White,"['white', '1kg']",til,"['white', 'til', '1kg', 'Active', 'White']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",white til 1kg Active White,True
luvlap l size,LuvLap,['l size'],,"['luvlap', 'l', 'size']","['S-Brand', 'B-Attribute', 'E-Attribute']",luvlap l size,False
organic brown eggs,Egg On Eggs,"['organic', 'brown']",eggs,"['organic', 'brown', 'eggs', 'Egg', 'On', 'Eggs']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",organic brown eggs Egg On Eggs,True
